category,title,shortDes,image,longDes
Cisco Systems>Cisco Router series>Cisco Access Server>Cisco Systems AS54-8E1-240-AC,Cisco Systems AS54-8E1-240-AC,Cisco Systems AS54-8E1-240-AC AS5400, 8E1, 276 ports, dual AC, IP+ IOS, 240 Data Lic,/media/images/org/I702_AS5400XM_2.jpg,Cisco Systems AS54-8E1-240-AC                                 Cisco Systems AS54-8E1-240-AC AS5400, 8E1, 276 ports, dual AC, IP+ IOS, 240 Data Lic
Cisco Systems>Cisco Router series>Cisco Access Server>Cisco Systems AS5400XM,Cisco Systems AS5400XM,Cisco Systems AS5400XM AS5400XM Starter Kit (inc Chassis, MB, Def Mem),/media/images/org/c_AS5400XM_400_x_300_1.jpg,Cisco Systems AS5400XM

Cisco AS5400XM starter kit, which includes the Cisco AS5400XM chassis with 512 MB of main memory and 128 MB of compact flash memory. The Cisco AS5400XM Universal Gateway chassis has seven slots that can take trunk cards and universal port digital-signal-processor (DSP) cards.
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1K4R2-20G-SECK9,Cisco Systems ASR1K4R2-20G-SECK9,Cisco Systems ASR1K4R2-20G-SECK9 ASR1004 VPN+FW Bundle w/ ESP-20G,RP2,SIP10,AESK9,License,/media/images/org/ASR1K4R2-20G-SECK9.jpg,Cisco Systems ASR1K4R2-20G-SECK9

The Cisco ASR 1000 series delivers multiple services embedded in the Cisco QuantumFlow processor (QFP) at wire speeds from 2.5 to 200 Gbps. Additionally, Cisco ASR 1000 offers feature rich scalable data center interconnect (DCI) solutions that include overlay transport virtualization (OTV) and virtual private label switching (VPL) to connect geographically dispersed data centers. Advanced routing techniques like locator identity separation protocol (LISP) allow host mobility within and across subnets.
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1K4R2-20G-HA/K9,Cisco Systems ASR1K4R2-20G-HA/K9,Cisco Systems ASR1K4R2-20G-HA/K9 ASR1004 HA Bundle w/ ESP-20G,RP2,SIP10,AESK9,License,/media/images/org/ASR1K4R2-20G-HAK9.jpg,Cisco Systems ASR1K4R2-20G-HA/K9                                 Cisco Systems ASR1K4R2-20G-HA/K9 ASR1004 HA Bundle w/ ESP-20G,RP2,SIP10,AESK9,License
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1K4R2-20G-FPIK9,Cisco Systems ASR1K4R2-20G-FPIK9,Cisco Systems ASR1K4R2-20G-FPIK9 ASR1004 FPI Bundle w/ ESP-20G,RP2,SIP10,AESK9,License,/media/images/org/ASR1K4R2-20G-FPIK9.jpg,Cisco Systems ASR1K4R2-20G-FPIK9                                 Cisco Systems ASR1K4R2-20G-FPIK9 ASR1004 FPI Bundle w/ ESP-20G,RP2,SIP10,AESK9,License
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1K4R2-20G/K9,Cisco Systems ASR1K4R2-20G/K9,Cisco Systems ASR1K4R2-20G/K9 ASR1004 w/ESP-20G,RP2,SIP10,AESK9,/media/images/org/ASR1K4R2-20GK9.jpg,Cisco Systems ASR1K4R2-20G/K9                                 Cisco Systems ASR1K4R2-20G/K9 ASR1004 w/ESP-20G,RP2,SIP10,AESK9
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1K4R2-10GSHA/K9,Cisco Systems ASR1K4R2-10GSHA/K9,Cisco Systems ASR1K4R2-10GSHA/K9 ASR1004 Sec+HA Bundle w/ ESP- 10G,RP2,SIP10,AESK9,License,/media/images/org/ASR1K4R2-10GSHAK9.jpg,Cisco Systems ASR1K4R2-10GSHA/K9                                 Cisco Systems ASR1K4R2-10GSHA/K9 ASR1004 Sec+HA Bundle w/ ESP- 10G,RP2,SIP10,AESK9,License
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1013,Cisco Systems ASR1013,Cisco Systems ASR1013 Cisco ASR1013 Chassis, Redundant P/S,/media/images/org/ASR1013.jpg,Cisco Systems ASR1013                                 Main SpecificationsProduct DescriptionCisco ASR 1013 - modular expansion base - desktop Device TypeModular expansion base Enclosure TypeDesktop - modular - 13U PowerAC 120/230 V (50/60 Hz) Dimensions (WxDxH)43.7 cm x 55.9 cm x 57.9 cm

 Extended SpecificationsGeneralDevice TypeModular expansion baseEnclosure TypeDesktop - modular - 13UConnectivity TechnologyWiredCompliant StandardsCISPR 24, EN55022, VCCI Class A ITE, EN55024, CISPR 22, EN50082-1, CSA 22.2 No. 60950, EN 61000-6-1, AS/NZS 60950-1, AS/NZ 3548 Class A, ICES-003 Class A, FCC CFR47 Part 15, UL 60950-1, IEC 60950-1, EN 60950-1, EN 300 386

 Expansion / ConnectivityExpansion Slots24 (total) / 24 (free) x expansion slot
2 (total) / 2 (free) x expansion slot
2 (total) / 2 (free) x processor boardInstalled Modules Qty (Max)26 (max)

 PowerPower DeviceInternal power supplyPower RedundancyYesInstalled Qty2 (installed) / 2 (max)Voltage RequiredAC 120/230 V (50/60 Hz)

 MiscellaneousRack Mounting KitIncluded

 Dimensions & WeightWidth43.7 cmDepth55.9 cmHeight57.9 cm

 Environmental ParametersMin Operating Temperature5 °CMax Operating Temperature40 °CHumidity Range Operating5 - 90%

 
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1006-20G-VPN/K9,Cisco Systems ASR1006-20G-VPN/K9,Cisco Systems ASR1006-20G-VPN/K9 ASR1006 VPN Bundle w/ ESP-20G,RP1,SIP10,AESK9,License,/media/images/org/ASR1006-20G-VPNK9.jpg,Cisco Systems ASR1006-20G-VPN/K9                                 Cisco Systems ASR1006-20G-VPN/K9 ASR1006 VPN Bundle w/ ESP-20G,RP1,SIP10,AESK9,License
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1006-20G-SHA/K9,Cisco Systems ASR1006-20G-SHA/K9,Cisco Systems ASR1006-20G-SHA/K9 ASR1006 Sec+HA Bundle w/ 2xESP-20G,2xRP1,SIP10,AESK9,License,/media/images/org/ASR1006-20G-SHAK9.jpg,Cisco Systems ASR1006-20G-SHA/K9                                 Cisco Systems ASR1006-20G-SHA/K9 ASR1006 Sec+HA Bundle w/ 2xESP-20G,2xRP1,SIP10,AESK9,License
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1006-20G-SEC/K9,Cisco Systems ASR1006-20G-SEC/K9,Cisco Systems ASR1006-20G-SEC/K9 ASR1006 VPN+FW Bundle w/ ESP-20G,RP1,SIP10,AESK9,License,/media/images/org/ASR1006-20G-SECK9.jpg,Cisco Systems ASR1006-20G-SEC/K9                                 Cisco Systems ASR1006-20G-SEC/K9 ASR1006 VPN+FW Bundle w/ ESP-20G,RP1,SIP10,AESK9,License
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1006-20G-HA/K9,Cisco Systems ASR1006-20G-HA/K9,Cisco Systems ASR1006-20G-HA/K9 ASR1006 HA Bundle w/ 2xESP-20G,2xRP1,SIP10,AESK9,/media/images/org/ASR1006-20G-HAK9.jpg,Cisco Systems ASR1006-20G-HA/K9                                 Cisco Systems ASR1006-20G-HA/K9 ASR1006 HA Bundle w/ 2xESP-20G,2xRP1,SIP10,AESK9
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1006-20G-FPI/K9,Cisco Systems ASR1006-20G-FPI/K9,Cisco Systems ASR1006-20G-FPI/K9 ASR1006 FPI Bundle w/ ESP-20G,RP1,SIP10,AESK9,License,/media/images/org/ASR1006-20G-FPIK9.jpg,Cisco Systems ASR1006-20G-FPI/K9                                 Cisco Systems ASR1006-20G-FPI/K9 ASR1006 FPI Bundle w/ ESP-20G,RP1,SIP10,AESK9,License
Cisco Systems>Cisco Router series>Cisco ASR>Cisco Systems ASR1006-10G-VPN/K9,Cisco Systems ASR1006-10G-VPN/K9,Cisco Systems ASR1006-10G-VPN/K9 ASR1006 VPN Bundle w/ ESP-10G,RP1,SIP10,AESK9,License,/media/images/org/ASR1006-10G-VPNK9.jpg,Cisco Systems ASR1006-10G-VPN/K9                                 Cisco Systems ASR1006-10G-VPN/K9 ASR1006 VPN Bundle w/ ESP-10G,RP1,SIP10,AESK9,License
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7320-K9,Cisco Systems CE-7320-K9,Cisco Systems CE-7320-K9 Content Engine 7320, with ACNS Software,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7320-K9                                 Cisco Systems CE-7320-K9 Content Engine 7320, with ACNS Software
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7320-ICDN-K9,Cisco Systems CE-7320-ICDN-K9,Cisco Systems CE-7320-ICDN-K9 Internet CDN Content Engine with 3DES encryption,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7320-ICDN-K9                                 Cisco Systems CE-7320-ICDN-K9 Internet CDN Content Engine with 3DES encryption
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7320-DC-K9,Cisco Systems CE-7320-DC-K9,Cisco Systems CE-7320-DC-K9 Content Engine 7320, DC Power, with ACNS Software,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7320-DC-K9                                 Cisco Systems CE-7320-DC-K9 Content Engine 7320, DC Power, with ACNS Software
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7320-DC-ICDN-K9,Cisco Systems CE-7320-DC-ICDN-K9,Cisco Systems CE-7320-DC-ICDN-K9 Internet CDN Content Engine With 3DES Encryption,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7320-DC-ICDN-K9                                 Cisco Systems CE-7320-DC-ICDN-K9 Internet CDN Content Engine With 3DES Encryption
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7320-DC-CDN,Cisco Systems CE-7320-DC-CDN,Cisco Systems CE-7320-DC-CDN Content Engine 7320, DC Power, CDN Software SP Edition,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7320-DC-CDN                                 Cisco Systems CE-7320-DC-CDN Content Engine 7320, DC Power, CDN Software SP Edition
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7320-DC,Cisco Systems CE-7320-DC,Cisco Systems CE-7320-DC Content Engine 7320, DC power supplies,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7320-DC                                 Cisco Systems CE-7320-DC Content Engine 7320, DC power supplies
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7320-CDN,Cisco Systems CE-7320-CDN,Cisco Systems CE-7320-CDN Content Engine 7320, AC Power, Internet CDN,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7320-CDN                                 Cisco Systems CE-7320-CDN Content Engine 7320, AC Power, Internet CDN
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7320,Cisco Systems CE-7320,Cisco Systems CE-7320 Content Engine 7320, AC Power, Cache Software,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7320                                 Cisco Systems CE-7320 Content Engine 7320, AC Power, Cache Software
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7305-K9,Cisco Systems CE-7305-K9,Cisco Systems CE-7305-K9 Content Engine 7305, AC Pwr, ACNS. Also runs as CDM or CR,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7305-K9                                 Cisco Systems CE-7305-K9 Content Engine 7305, AC Pwr, ACNS. Also runs as CDM or CR
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-7305A-DC-K9,Cisco Systems CE-7305A-DC-K9,Cisco Systems CE-7305A-DC-K9 Content Engine 7305A, (2) 72G drives, DC Pwr, ACNS,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-7305A-DC-K9                                 Cisco Systems CE-7305A-DC-K9 Content Engine 7305A, (2) 72G drives, DC Pwr, ACNS
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-590-K9,Cisco Systems CE-590-K9,Cisco Systems CE-590-K9 Content Engine 590, AC Power, with ACNS Software,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-590-K9                                 Cisco Systems CE-590-K9 Content Engine 590, AC Power, with ACNS Software
Cisco Systems>Cisco Router series>Cisco Content Engines>Cisco Systems CE-590-ICDN-K9,Cisco Systems CE-590-ICDN-K9,Cisco Systems CE-590-ICDN-K9 Internet CDN Content Engine with 3DES Encryption,/templates/ew_it_market/img/no_image.png,Cisco Systems CE-590-ICDN-K9                                 Cisco Systems CE-590-ICDN-K9 Internet CDN Content Engine with 3DES Encryption
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-8-LCC,Cisco Systems CRS-8-LCC,Cisco Systems CRS-8-LCC CRS-1 8 Slots Line Card Chassis,/templates/ew_it_market/img/no_image.png,Cisco Systems CRS-8-LCC                                 Cisco Systems CRS-8-LCC CRS-1 8 Slots Line Card Chassis
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-8/S-B,Cisco Systems CRS-8/S-B,Cisco Systems CRS-8/S-B CRS 8 Slots Carrier Routing System/Single-enhanced,/media/images/org/c_CRS_8S_B_400_x_300_1.jpg,Cisco Systems CRS-8/S-B

The Cisco CRS-1 Carrier Routing System is the industry's only carrier routing system offering continuous system operation, unprecedented service flexibility, and system longevity. It is designed for always-on operation while scaling system capacity up to 92 Tbps.
The CRS-1 marks a new era in carrier IP communications by powering the foundation for IP Next-Generation Networks (IP NGNs) today while protecting investments for decades to come.
 Supports an integrated IP over dense wavelength-division multiplexing (DWDM) transponder with flexible 10 Gbps and 40 Gbps options that extends up to 2000 km without regenerationSupports standalone configurations of 320 Gbps, 640 Gbps, and 1.2 Tbps systems enabling 40 Gbps per slot capacity in all form factorsSupports multichassis configurations of 1.2 to 92 Tbps with the use of up to 72 line card shelves and eight fabric shelves all operating as a single systemSupports both fixed and modular line cards usable across all configurations
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-4-AC-SHELF,Cisco Systems CRS-4-AC-SHELF,Cisco Systems CRS-4-AC-SHELF Cisco CRS-1 Series AC Power Shelf for CRS-4,/templates/ew_it_market/img/no_image.png,Cisco Systems CRS-4-AC-SHELF                                 Cisco Systems CRS-4-AC-SHELF Cisco CRS-1 Series AC Power Shelf for CRS-4
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-16-LCC-R-GRL,Cisco Systems CRS-16-LCC-R-GRL,Cisco Systems CRS-16-LCC-R-GRL Cisco CRS-1 16 slot line card chassis rear grill,/templates/ew_it_market/img/no_image.png,Cisco Systems CRS-16-LCC-R-GRL                                 Cisco Systems CRS-16-LCC-R-GRL Cisco CRS-1 16 slot line card chassis rear grill
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-16-LCC-DRS-R,Cisco Systems CRS-16-LCC-DRS-R,Cisco Systems CRS-16-LCC-DRS-R Cisco CRS-1 Series Line Card Chassis Rear Doors,/templates/ew_it_market/img/no_image.png,Cisco Systems CRS-16-LCC-DRS-R                                 Cisco Systems CRS-16-LCC-DRS-R Cisco CRS-1 Series Line Card Chassis Rear Doors
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-16-LCC-DRS-F,Cisco Systems CRS-16-LCC-DRS-F,Cisco Systems CRS-16-LCC-DRS-F Cisco CRS-1 Series Line Card Chassis Front Doors,/templates/ew_it_market/img/no_image.png,Cisco Systems CRS-16-LCC-DRS-F                                 Cisco Systems CRS-16-LCC-DRS-F Cisco CRS-1 Series Line Card Chassis Front Doors
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-16-LCC-B,Cisco Systems CRS-16-LCC-B,Cisco Systems CRS-16-LCC-B CRS 16 Slots Line Card Chassis for CRS-16/S-B,/templates/ew_it_market/img/no_image.png,Cisco Systems CRS-16-LCC-B                                 Cisco Systems CRS-16-LCC-B CRS 16 Slots Line Card Chassis for CRS-16/S-B
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-16LCC140-B,Cisco Systems CRS-16LCC140-B,Cisco Systems CRS-16LCC140-B CRS 16 Slots Line Card Chassis-140G/M-Enhanced,/media/images/org/DE_Slider_Lieferung.png,Cisco Systems CRS-16LCC140-B                                 Cisco Systems CRS-16LCC140-B CRS 16 Slots Line Card Chassis-140G/M-Enhanced
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-16LCC140/M,Cisco Systems CRS-16LCC140/M,Cisco Systems CRS-16LCC140/M CRS 16 Slots Line Card Chassis-140G/M,/media/images/org/DE_Slider_Lieferung.png,Cisco Systems CRS-16LCC140/M                                 Cisco Systems CRS-16LCC140/M CRS 16 Slots Line Card Chassis-140G/M
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-16/S-B,Cisco Systems CRS-16/S-B,Cisco Systems CRS-16/S-B CRS 16 Slots Carrier Routing System/Single-B,/templates/ew_it_market/img/no_image.png,Cisco Systems CRS-16/S-B                                 Cisco Systems CRS-16/S-B CRS 16 Slots Carrier Routing System/Single-B
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-16/S,Cisco Systems CRS-16/S,Cisco Systems CRS-16/S Cisco CRS Series 16 Slots Carrier Routing System/Single,/templates/ew_it_market/img/no_image.png,Cisco Systems CRS-16/S                                 Cisco Systems CRS-16/S Cisco CRS Series 16 Slots Carrier Routing System/Single
Cisco Systems>Cisco Router series>Cisco CRS>Cisco Systems CRS-1/M-F1,Cisco Systems CRS-1/M-F1,Cisco Systems CRS-1/M-F1 CRS-1 Multichassis System 2 LCCs Plus 1 FCC,/templates/ew_it_market/img/no_image.png,Cisco Systems CRS-1/M-F1                                 Cisco Systems CRS-1/M-F1 CRS-1 Multichassis System 2 LCCs Plus 1 FCC
Cisco Systems>Cisco Router series>Cisco ESR>Cisco Systems ESR10008-1P1AC+6,Cisco Systems ESR10008-1P1AC+6,Cisco Systems ESR10008-1P1AC+6 C10000 8-slot chassis,1  PRE, 1 AC PEM,1CT3 module,/templates/ew_it_market/img/no_image.png,Cisco Systems ESR10008-1P1AC+6                                 Cisco Systems ESR10008-1P1AC+6 C10000 8-slot chassis,1  PRE, 1 AC PEM,1CT3 module
Cisco Systems>Cisco Router series>Cisco ESR>Cisco Systems ESR10008-1P1AC+4CH,Cisco Systems ESR10008-1P1AC+4CH,Cisco Systems ESR10008-1P1AC+4CH C10000 8-slot chassis, 1 PRE, 1 AC PEM, 1 CH STM-1 Module,/templates/ew_it_market/img/no_image.png,Cisco Systems ESR10008-1P1AC+4CH                                 Cisco Systems ESR10008-1P1AC+4CH C10000 8-slot chassis, 1 PRE, 1 AC PEM, 1 CH STM-1 Module
Cisco Systems>Cisco Router series>Cisco ESR>Cisco Systems ESR10008-1P1AC,Cisco Systems ESR10008-1P1AC,Cisco Systems ESR10008-1P1AC C10000 8-slot chassis,1  PRE, 1 AC PEM,/templates/ew_it_market/img/no_image.png,Cisco Systems ESR10008-1P1AC                                 Cisco Systems ESR10008-1P1AC C10000 8-slot chassis,1  PRE, 1 AC PEM
Cisco Systems>Cisco Router series>Cisco ESR>Cisco Systems ESR10005-EXT-DS3,Cisco Systems ESR10005-EXT-DS3,Cisco Systems ESR10005-EXT-DS3 DS3 EXTENDER CARD REPLACEMENT MODULE, SPARE,/templates/ew_it_market/img/no_image.png,Cisco Systems ESR10005-EXT-DS3                                 Cisco Systems ESR10005-EXT-DS3 DS3 EXTENDER CARD REPLACEMENT MODULE, SPARE
Cisco Systems>Cisco Router series>Cisco GSR>Cisco Systems GSR16/320-DC,Cisco Systems GSR16/320-DC,Cisco Systems GSR16/320-DC Cisco 12416 320 Gbps, 1PRP. 2CSC. 3SFC. 2Alarm. 4DC. 8Rails,/templates/ew_it_market/img/no_image.png,Cisco Systems GSR16/320-DC                                 Cisco Systems GSR16/320-DC Cisco 12416 320 Gbps, 1PRP. 2CSC. 3SFC. 2Alarm. 4DC. 8Rails
Cisco Systems>Cisco Router series>Cisco GSR>Cisco Systems GSR16/320-AC,Cisco Systems GSR16/320-AC,Cisco Systems GSR16/320-AC Cisco 12416 320 Gbps, 1PRP. 2CSC. 3SFC. 2Alarm. 3AC. 8Rails,/media/images/org/GSR16320-AC.jpg,Cisco Systems GSR16/320-AC                                 Cisco Systems GSR16/320-AC Cisco 12416 320 Gbps, 1PRP. 2CSC. 3SFC. 2Alarm. 3AC. 8Rails
Cisco Systems>Cisco Router series>Cisco GSR>Cisco Systems GSR12/15,Cisco Systems GSR12/15,Cisco Systems GSR12/15 Cisco12012 GSR 15Gbps,1GRP,1CSC,1DC,/templates/ew_it_market/img/no_image.png,Cisco Systems GSR12/15                                 Cisco Systems GSR12/15 Cisco12012 GSR 15Gbps,1GRP,1CSC,1DC
Cisco Systems>Cisco Router series>Cisco GSR>Cisco Systems GSR10/200-DC-B,Cisco Systems GSR10/200-DC-B,Cisco Systems GSR10/200-DC-B Legacy 12410 chassis with enhanced DC and Blower,/templates/ew_it_market/img/no_image.png,Cisco Systems GSR10/200-DC-B                                 Cisco Systems GSR10/200-DC-B Legacy 12410 chassis with enhanced DC and Blower
Cisco Systems>Cisco Router series>Cisco GSR>Cisco Systems GSR10/200-DC,Cisco Systems GSR10/200-DC,Cisco Systems GSR10/200-DC Cisco 12410 200 Gbps, 1PRP. 2 CSC. 5 SFC. 2 Alarm. 2 DC,/media/images/org/GSR10200-DC.jpg,Cisco Systems GSR10/200-DC                                 Cisco Systems GSR10/200-DC Cisco 12410 200 Gbps, 1PRP. 2 CSC. 5 SFC. 2 Alarm. 2 DC
Cisco Systems>Cisco Router series>Cisco GSR>Cisco Systems GSR10/200-AC,Cisco Systems GSR10/200-AC,Cisco Systems GSR10/200-AC Cisco 12410 200 Gbps, 1PRP. 2 CSC. 5 SFC. 2 Alarm. 2 AC,/templates/ew_it_market/img/no_image.png,Cisco Systems GSR10/200-AC                                 Cisco Systems GSR10/200-AC Cisco 12410 200 Gbps, 1PRP. 2 CSC. 5 SFC. 2 Alarm. 2 AC
Cisco Systems>Cisco Router series>Cisco GSR>Cisco Systems GSR06/120,Cisco Systems GSR06/120,Cisco Systems GSR06/120 Cisco 12406 120Gbps fabric with 3 SFC and 2 CSC Spare,/templates/ew_it_market/img/no_image.png,Cisco Systems GSR06/120                                 Cisco Systems GSR06/120 Cisco 12406 120Gbps fabric with 3 SFC and 2 CSC Spare
Cisco Systems>Cisco Router series>Cisco GSR>Cisco Systems GSR04-CHASSIS,Cisco Systems GSR04-CHASSIS,Cisco Systems GSR04-CHASSIS GSR4 Chassis with Backplane. BUSBRD.MBUS. and metalware,/templates/ew_it_market/img/no_image.png,Cisco Systems GSR04-CHASSIS                                 Cisco Systems GSR04-CHASSIS GSR4 Chassis with Backplane. BUSBRD.MBUS. and metalware
Cisco Systems>Cisco Router series>Cisco MWR>Cisco Systems MWR-2941-DC-A,Cisco Systems MWR-2941-DC-A,Cisco Systems MWR-2941-DC-A MWR 2941-DC-A Mobile Wireless Router,/media/images/org/I702_MWR-1941-DC.jpg,Cisco Systems MWR-2941-DC-A                                 Cisco Systems MWR-2941-DC-A MWR 2941-DC-A Mobile Wireless Router
Cisco Systems>Cisco Router series>Cisco MWR>Cisco Systems MWR-1941-DC-4T1/E1,Cisco Systems MWR-1941-DC-4T1/E1,Cisco Systems MWR-1941-DC-4T1/E1 Bundle: (1) MWR-1941-DC-A and (2) VWIC-2T1/E1-RAN,/media/images/org/I702_MWR-1941-DC.jpg,Cisco Systems MWR-1941-DC-4T1/E1                                 Cisco Systems MWR-1941-DC-4T1/E1 Bundle: (1) MWR-1941-DC-A and (2) VWIC-2T1/E1-RAN
